"mProtein","dProtein"
"P54652","P13569"
"P28290","P13569"
"Q14764","P13569"
"P33176","P13569"
"P18669","P13569"
"O43795","P13569"
"P38646","P13569"
"P56192","P13569"
"P62244","P13569"
"Q14247","P13569"
"O75955","P13569"
"O95373","P13569"
"Q9NQX4","P13569"
"Q9Y266","P13569"
"Q5T4S7","P13569"
"P62857","P13569"
"Q9Y4L1","P13569"
"Q8WWI1","P13569"
"P06753","P13569"
"Q7Z406","P13569"
"P47897","P13569"
"Q9P258","P13569"
"P46783","P13569"
"Q9UKK3","P13569"
"P67936","P13569"
"Q15233","P13569"
"Q9P2E9","P13569"
"P15311","P13569"
"Q9P0K7","P13569"
"P58107","P13569"
"Q9UM54","P13569"
"P84098","P13569"
"P62906","P13569"
"Q9H3U1","P13569"
"Q03001","P13569"
"O00571","P13569"
"Q9BU76","P13569"
"P52272","P05412"
"Q6P1J9","P05412"
"O75934","P05412"
"P11142","P05412"
"P17482","P05412"
"Q8NBS9","P05412"
"Q7L014","P05412"
"Q14103","P05412"
"P26639","P05412"
"Q8WX92","P05412"
"P33778","P05412"
"Q00005","P05412"
"Q13573","P05412"
"O00425","P05412"
"P17544","P05412"
"Q15311","P05412"
"O14983","P05412"
"P49419","P05412"
"P55209","P05412"
"P19338","P05412"
"P25685","P05412"
"O60841","P05412"
"P25789","P05412"
"Q07065","P05412"
"O00487","P05412"
"P11387","P05412"
"Q6DKI1","P05412"
"O75400","P05412"
"P24534","P05412"
"O14974","P05412"
"P78527","P05412"
"Q99459","P05412"
"Q05519","P05412"
"Q93034","P05412"
"Q13330","P05412"
"Q09472","P05412"
"P05386","P05412"
"Q5BKZ1","P05412"
"Q14974","P05412"
"O14980","P05412"
"Q12824","P05412"
"P55265","P05412"
"P09661","P05412"
"P63151","P05412"
"P47914","P05412"
"Q8N5C6","P05412"
"O15226","P05412"
"O75643","P05412"
"Q13123","P05412"
"Q8NI27","P05412"
"Q15233","P05412"
"P23381","P05412"
"Q14331","P05412"
"P62899","P05412"
"O60343","P05412"
"Q15393","P05412"
"P22102","P05412"
"Q96AG4","P05412"
"Q8TAQ2","P05412"
"P12814","P05412"
"Q9UJV9","P05412"
"P22626","P05412"
"Q96B23","P05412"
"P18124","P05412"
"P49368","P05412"
"Q03112","P05412"
"P78559","P05412"
"P49959","P05412"
"Q8WXF1","P05412"
"Q14008","P05412"
"P21912","P05412"
"Q9C0C9","P05412"
"P53779","P05412"
"P83731","P05412"
"Q8IWZ3","P05412"
"P45983","P05412"
"Q8WWK9","P05412"
"P49411","P05412"
"Q92945","P05412"
"Q9NYV4","P05412"
"P18847","P05412"
"Q9NRL3","P05412"
"Q96A08","P05412"
"P62807","P05412"
"P38398","P05412"
"Q08945","P05412"
"Q9Y4L1","P05412"
"Q9BUQ8","P05412"
"P78371","P05412"
"P11021","P05412"
"Q99460","P05412"
"O43172","P05412"
"Q96RK0","Q08379"
"Q96F82","Q08379"
"O95983","Q08379"
"Q15386","Q08379"
"Q99469","Q08379"
"Q8TC71","Q08379"
"Q2TBE0","Q08379"
"Q92993","Q08379"
"Q15560","Q08379"
"X5D778","Q08379"
"Q08378","Q08379"
"Q9NU19","Q08379"
"Q8TBE0","Q08379"
"Q8N443","Q08379"
"Q14687","Q08379"
"Q969R5","Q08379"
"Q6ZTW0","Q08379"
"Q99633","Q08379"
"Q9UHB7","Q08379"
"Q96FJ0","Q08379"
"Q5JVL4","Q08379"
"Q96T49","Q08379"
"Q5TAP6","Q08379"
"O43395","Q08379"
"O95886","Q08379"
"Q8TAE8","Q08379"
"P29474","Q08379"
"Q5T8A7","Q08379"
"Q8IYH5","Q08379"
"Q969G3","Q08379"
"O95391","Q08379"
"Q96MY7","Q08379"
"A4D1E9","Q08379"
"Q9BSJ6","Q08379"
"Q8NCN4","Q08379"
"Q8IX12","Q08379"
"P78337","Q08379"
"Q9BW85","Q08379"
"Q9UPN6","Q08379"
"O95872","Q08379"
"Q6NS38","Q08379"
"Q9BU76","Q08379"
"Q15643","Q08379"
"Q8NA57","Q08379"
"A0A0S2Z3U4","Q08379"
"Q63HK5","Q08379"
"Q08495","Q08379"
"Q9NRE2","Q08379"
"Q9NVF7","Q08379"
"P48552","Q08379"
"Q96GE4","Q08379"
"Q03252","Q08379"
"Q5S007","Q08379"
"Q92917","Q08379"
"Q99459","Q08379"
"O75689","Q08379"
"E9PSE9","Q08379"
"Q9BRU9","Q08379"
"Q96C55","Q08379"
"O94875-10","Q08379"
"O75348","Q08379"
"Q15735","Q08379"
"Q96I25","Q08379"
"Q15319","Q08379"
"Q8WUT1","Q08379"
"Q5T4S7","Q08379"
"Q9Y247","Q08379"
"Q56NI9","Q08379"
"Q8N715","Q08379"
"Q9NVL8","Q08379"
"P49756","Q08379"
"Q9Y6Y8","Q08379"
"Q6P444","Q08379"
"P38936","Q08379"
"Q8IX12","P19320"
"O75146","P19320"
"O00459","P19320"
"Q9UBC2","P19320"
"Q9Y6I3","P19320"
"P49327","P19320"
"Q14157","P19320"
"P35658","P19320"
"Q16643","P19320"
"P53990","P19320"
"O15357","P19320"
"P26640","P19320"
"P04792","P19320"
"P54819","P19320"
"P27816","P19320"
"Q9Y5A9","P19320"
"Q9UPN3","P19320"
"Q13057","P19320"
"P19623","P19320"
"P25786","P19320"
"Q8N5M4","P19320"
"P51532","P19320"
"Q9BQG0","P19320"
"Q9Y520","P19320"
"Q86XP3","P19320"
"P49588","P19320"
"Q7KZF4","P19320"
"P04818","P19320"
"Q1WWK5","P19320"
"Q9Y490","P19320"
"E9PAU2","P19320"
"Q9Y5J1","P19320"
"Q15149","P19320"
"Q8WXE9","P19320"
"Q6PKG0","P19320"
"A5YKK6","P19320"
"O14979","P19320"
"O94979","P19320"
"P30626","P19320"
"Q15233","P19320"
"P51148","P19320"
"Q14671","P19320"
"P67870","P19320"
"Q8WWM7","P19320"
"P55884","P19320"
"P42166","P19320"
"P10412","P19320"
"A6NHR9","P19320"
"O00233","P19320"
"O00291","P19320"
"P27708","P19320"
"P36776","P19320"
"Q9NR56","P19320"
"P11940","P19320"
"P09496","P19320"
"Q14166","P19320"
"Q14204","P19320"
"Q5T4S7","P19320"
"O14776","P19320"
"O00560","P19320"
"P12829","P19320"
"Q9UNM6","P19320"
"Q9NP79","P19320"
"Q15637","P19320"
"P29692","P19320"
"O43809","P19320"
"Q04637","P19320"
"Q96AE4","P19320"
"P01857","P19320"
"Q9H0A0","P19320"
"P22102","P19320"
"Q99661","P19320"
"Q00839","P19320"
"Q53FZ2","P19320"
"P23396","P19320"
"P23246","P19320"
"O75179","P19320"
"Q9Y5K6","P19320"
"P47897","P19320"
"Q9H3S7","P19320"
"Q6UY14","P19320"
"Q14160","P19320"
"P52594","P19320"
"P22061","P19320"
"Q15942","P19320"
"Q5SRE5","P19320"
"P22681","P19320"
"P18206","P19320"
"O43488","P19320"
"Q9H444","P19320"
"O60264","P19320"
"Q6P2E9","P19320"
"P78527","P19320"
"Q15181","P19320"
"Q9NU22","P19320"
"P09668","P19320"
"P33992","P19320"
"P04075","P19320"
"O75694","P19320"
"Q15785","P19320"
"P50552","P19320"
"P49411","P19320"
"P46940","P19320"
"O00232","P19320"
"Q9ULH0","P19320"
"P16949","P19320"
"P07384","P19320"
"P35908","P19320"
"Q9UKD2","P19320"
"P48444","P19320"
"P54577","P19320"
"Q92614","P19320"
"P19338","P19320"
"P98179","P19320"
"Q9H583","P19320"
"Q9Y6B6","P19320"
"Q13526","P19320"
"Q96HS1","P19320"
"E9PB61","P19320"
"P42677","P19320"
"Q5SSJ5","P19320"
"Q9NVP1","P19320"
"P49915","P19320"
"P43405","P19320"
"P31946","P19320"
"P52292","P19320"
"P17096","P19320"
"O43242","P19320"
"P08559","P19320"
"P84098","P19320"
"Q6P2Q9","P19320"
"P26373","P19320"
"Q00059","P19320"
"P61981","P19320"
"P26038","P19320"
"P21912","P19320"
"P13612","P19320"
"Q13310","P19320"
"P08238","P19320"
"O60231","P19320"
"P0DMV9","P19320"
"P07910","P19320"
"P78344","P19320"
"P26641","P19320"
"P52597","P19320"
"O43395","P19320"
"Q15102","P19320"
"Q9NX63","P19320"
"P05109","P19320"
"Q9UKM9","P19320"
"P06493","P19320"
"Q14566","P19320"
"P07814","P19320"
"Q96QK1","P19320"
"O00567","P19320"
"P41252","P19320"
"Q7L2E3","P19320"
"P12956","P19320"
"P50402","P19320"
"Q9UBQ5","P19320"
"P08779","P19320"
"Q99613","P19320"
"P12270","P19320"
"P42566","P19320"
"P56192","P19320"
"O14744","P19320"
"P11387","P19320"
"Q08945","P19320"
"P62913","P19320"
"Q8TC07","P19320"
"P63104","P19320"
"Q12906","P19320"
"P49736","P19320"
"P35580","P19320"
"P55196","P19320"
"Q15154","P19320"
"Q8IWZ3","P19320"
"P35579","P19320"
"O75643","P19320"
"P40926","P19320"
"Q9NR30","Q5S007"
"Q5T4S7","Q5S007"
"Q6P2Q9","Q5S007"
"Q9Y5M8","Q5S007"
"O00429","Q5S007"
"P11171","Q5S007"
"Q92552","Q5S007"
"P38646","Q5S007"
"P26641","Q5S007"
"Q9HD20","Q5S007"
"P50990","Q5S007"
"Q14240","Q5S007"
"Q9Y5B9","Q5S007"
"Q9NU22","Q5S007"
"Q9UKV3","Q5S007"
"Q9H6S0","Q5S007"
"Q9H936","Q5S007"
"Q15084","Q5S007"
"P34932","Q5S007"
"P49406","Q5S007"
"Q6P1J9","Q5S007"
"P26038","Q5S007"
"O60763","Q5S007"
"Q5JWF2","Q5S007"
"Q7Z406","Q5S007"
"P42766","Q5S007"
"Q14152","Q5S007"
"Q7Z4Q2","Q5S007"
"P09661","Q5S007"
"Q16543","Q5S007"
"A5YKK6","Q5S007"
"Q16891","Q5S007"
"Q9Y2X3","Q5S007"
"Q8WXF1","Q5S007"
"Q13435","Q5S007"
"Q9Y6G9","Q5S007"
"Q14008","Q5S007"
"P23246","Q5S007"
"P14625","Q5S007"
"Q13144","Q5S007"
"Q14232","Q5S007"
"O95801","Q5S007"
"P27348","Q5S007"
"Q13136","Q5S007"
"O15027","Q5S007"
"Q5H9R7","Q5S007"
"O15397","Q5S007"
"Q8NBS9","Q5S007"
"Q9Y2Z4","Q5S007"
"Q8N1F7","Q5S007"
"P13645","Q5S007"
"Q9Y3Z3","Q5S007"
"Q8TDN6","Q5S007"
"Q9UKX2","Q5S007"
"Q7L0Y3","Q5S007"
"P82932","Q5S007"
"Q9BQG0","Q5S007"
"Q96EY7","Q5S007"
"P26639","Q5S007"
"Q96CS3","Q5S007"
"P61254","Q5S007"
"Q9UBB4","Q5S007"
"Q8IY81","Q5S007"
"Q14683","Q5S007"
"Q9Y5Q9","Q5S007"
"Q93034","Q5S007"
"P35221","Q5S007"
"Q92878","Q5S007"
"P84098","Q5S007"
"P04040","Q5S007"
"O75116","Q5S007"
"P35580","Q5S007"
"Q9HCC0","Q5S007"
"Q06830","Q5S007"
"P13797","Q5S007"
"Q5SW79","Q5S007"
"Q9Y230","Q5S007"
"O75400","Q5S007"
"P31946","Q5S007"
"Q96AG4","Q5S007"
"Q86UP2","Q5S007"
"P49916","Q5S007"
"Q9BU76","Q5S007"
"Q9Y3D8","Q5S007"
"Q13257","Q5S007"
"P11142","Q5S007"
"P20248","Q5S007"
"Q9BSJ2","Q5S007"
"P26599","Q5S007"
"P26373","Q5S007"
"O75396","Q5S007"
"Q9Y520","Q5S007"
"Q13363","Q5S007"
"P49327","Q5S007"
"P36507","Q5S007"
"Q99623","Q5S007"
"P17858","Q5S007"
"P42285","Q5S007"
"Q92973","Q5S007"
"Q4VCS5","Q5S007"
"Q9Y4L1","Q5S007"
"Q71RC2","Q5S007"
"Q9NVU7","Q5S007"
"P62913","Q5S007"
"O75153","Q5S007"
"P12814","Q5S007"
"P49792","Q5S007"
"O60502","Q5S007"
"O43156","Q5S007"
"O75152","Q5S007"
"Q86Y56","Q5S007"
"P22234","Q5S007"
"Q8N122","Q5S007"
"A0A024R2Z6","Q5S007"
"Q15392","Q5S007"
"Q13158","Q5S007"
"O95202","Q5S007"
"Q92665","Q5S007"
"P42695","Q5S007"
"Q9NYY8","Q5S007"
"Q9H3U1","Q5S007"
"Q14789","Q5S007"
"P42166","Q5S007"
"Q9NR50","Q5S007"
"Q9NW64","Q5S007"
"P31689","Q5S007"
"P82675","Q5S007"
"P38432","Q5S007"
"Q8NBJ5","Q5S007"
"O95347","Q5S007"
"Q14247","Q5S007"
"P07900","Q5S007"
"Q7KZI7","Q5S007"
"Q6PKG0","Q5S007"
"Q14315","Q5S007"
"Q9BS26","Q5S007"
"Q86UE4","Q5S007"
"Q8NC51","Q5S007"
"Q96A33","Q5S007"
"P07196","Q5S007"
"P47897","Q5S007"
"Q99700","Q5S007"
"Q08379","Q5S007"
"O60264","Q5S007"
"Q9BYN8","Q5S007"
"P61006","Q5S007"
"P25789","Q5S007"
"P17980","Q5S007"
"P27708","Q5S007"
"P37802","Q5S007"
"O14976","Q5S007"
"P49736","Q5S007"
"Q9P0J0","Q5S007"
"Q01844","Q5S007"
"Q9NTJ3","Q5S007"
"Q9NYU2","Q5S007"
"P28331","Q5S007"
"Q9UPU5","Q5S007"
"O14733","Q5S007"
"Q13283","Q5S007"
"P52948","Q5S007"
"P14373","Q5S007"
"O14654","Q5S007"
"P18031","Q5S007"
"Q7Z7H8","Q5S007"
"P36957","Q5S007"
"O43795","Q5S007"
"P82650","Q5S007"
"Q08211","Q5S007"
"P25311","Q5S007"
"P07384","Q5S007"
"P15924","Q5S007"
"Q9BW92","Q5S007"
"P35579","Q5S007"
"P62424","Q5S007"
"Q9NX20","Q5S007"
"Q8NFF5","Q5S007"
"O94874","Q5S007"
"Q14204","Q5S007"
"Q02543","Q5S007"
"O14617","Q5S007"
"O94906","Q5S007"
"Q92900","Q5S007"
"Q93009","Q5S007"
"Q9C0C9","Q5S007"
"Q05519","Q5S007"
"Q8IUF8","Q5S007"
"O15371","Q5S007"
"O75179","Q5S007"
"Q9H2U1","Q5S007"
"P55884","Q5S007"
"O14776","Q5S007"
"Q01780","Q5S007"
"Q9NZL4","Q5S007"
"P08238","Q5S007"
"Q6P158","Q5S007"
"Q8WWM7","Q5S007"
"Q8TD16","Q5S007"
"Q8NI27","Q5S007"
"Q9BQ39","Q5S007"
"P78527","Q5S007"
"Q9Y3I0","Q5S007"
"Q14444","Q5S007"
"P61026","Q5S007"
"Q9UHB9","Q5S007"
"Q14197","Q5S007"
"P67809","Q5S007"
"P55036","Q5S007"
"Q12769","Q5S007"
"P43686","Q5S007"
"P39023","Q5S007"
"Q6P2E9","Q5S007"
"Q8N7H5","Q5S007"
"Q13637","Q5S007"
"O75369","Q5S007"
"P60174","Q5S007"
"Q15393","Q5S007"
"Q5JRX3","Q5S007"
"Q9UBU9","Q5S007"
"O43707","Q5S007"
"P35606","Q5S007"
"O75533","Q5S007"
"Q9BU23","Q5S007"
"P07437","Q5S007"
"Q9BV38","Q5S007"
"Q93008","Q5S007"
"P10909","Q5S007"
"Q9H2P9","Q5S007"
"P12532","Q5S007"
"O43719","Q5S007"
"Q04917","Q5S007"
"Q14257","Q5S007"
"P13667","Q5S007"
"P31323","Q5S007"
"Q14966","Q5S007"
"P20700","Q5S007"
"Q13951","Q5S007"
"Q13509","Q5S007"
"P49756","Q5S007"
"Q99426","Q5S007"
"O14646","Q5S007"
"Q16513","Q5S007"
"O43242","Q5S007"
"Q01968","Q5S007"
"Q14157","Q5S007"
"Q14155","Q5S007"
"Q06210","Q5S007"
"O95816","Q5S007"
"Q969S3","Q5S007"
"Q96DV4","Q5S007"
"O75934","Q5S007"
"Q99567","Q5S007"
"P51812","Q5S007"
"P04350","Q5S007"
"Q8WWY3","Q5S007"
"Q9NZI8","Q5S007"
"P63151","Q5S007"
"P61981","Q5S007"
"Q9Y4W2","Q5S007"
"P22695","Q5S007"
"Q12788","Q5S007"
"Q8WXX5","Q5S007"
"Q05048","Q5S007"
"P08621","Q5S007"
"Q15020","Q5S007"
"Q96P70","Q5S007"
"Q5T6F2","Q5S007"
"P31153","Q5S007"
"Q9BUF5","Q5S007"
"O94776","Q5S007"
"Q13618","Q5S007"
"P10644","Q5S007"
"P14866","Q5S007"
"Q14203","Q5S007"
"P21333","Q5S007"
"Q96N67","Q5S007"
"Q07666","Q5S007"
"O60716","Q5S007"
"O95470","Q5S007"
"P50991","Q5S007"
"Q9UBD5","Q5S007"
"P04075","Q5S007"
"O14874","Q5S007"
"P07737","Q5S007"
"P18583","Q5S007"
"P30876","Q5S007"
"Q96KB5","Q5S007"
"P19338","Q5S007"
"O75821","Q5S007"
"P35268","Q5S007"
"P51553","Q5S007"
"P38606","Q5S007"
"P48047","Q5S007"
"O43865","Q5S007"
"Q8IXI2","Q5S007"
"P55084","Q5S007"
"Q13148","Q5S007"
"O75419","Q5S007"
"P50213","Q5S007"
"P18077","Q5S007"
"Q07021","Q5S007"
"Q16186","Q5S007"
"Q7Z2W9","Q5S007"
"Q02413","Q5S007"
"P62847","Q5S007"
"P13995","Q5S007"
"Q96L92","Q5S007"
"P12268","Q5S007"
"O94973","Q5S007"
"Q9HCE1","Q5S007"
"P30101","Q5S007"
"O43615","Q5S007"
"Q9Y2L1","Q5S007"
"P30040","Q5S007"
"Q9Y2W1","Q5S007"
"P36542","Q5S007"
"Q00839","Q5S007"
"P09874","Q5S007"
"Q8NBU5","Q5S007"
"Q14103","Q5S007"
"O60260","Q5S007"
"Q06124","Q5S007"
"P56385","Q5S007"
"Q9H8Y8","Q5S007"
"Q5BJF2","Q5S007"
"O00425","Q5S007"
"Q15008","Q5S007"
"O94905","Q5S007"
"P55060","Q5S007"
"Q13616","Q5S007"
"Q15637","Q5S007"
"P99999","Q5S007"
"P35251","Q5S007"
"Q99497","Q5S007"
"P00558","Q5S007"
"P07814","Q5S007"
"Q9Y5A9","Q5S007"
"P13804","Q5S007"
"P49915","Q5S007"
"O60832","Q5S007"
"O14828","Q5S007"
"P13639","Q5S007"
"Q8TEQ6","Q5S007"
"P62841","Q5S007"
"Q7Z4V5","Q5S007"
"Q8TDD1","Q5S007"
"P30260","Q5S007"
"Q92769","Q5S007"
"Q9Y266","Q5S007"
"Q99816","Q5S007"
"O94826","Q5S007"
"P13010","Q5S007"
"P51398","Q5S007"
"Q9BXP5","Q5S007"
"P62269","Q5S007"
"Q8N5F7","Q5S007"
"Q9H845","Q5S007"
"Q92621","Q5S007"
"Q9NXE4","Q5S007"
"Q9H0A0","Q5S007"
"Q15366","Q5S007"
"P14735","Q5S007"
"P35659","Q5S007"
"Q9Y383","Q5S007"
"Q13564","Q5S007"
"P62258","Q5S007"
"P08240","Q5S007"
"P83731","Q5S007"
"Q5SRE5","Q5S007"
"P82673","Q5S007"
"Q99615","Q5S007"
"Q9NYF8","Q5S007"
"P54136","Q5S007"
"O43143","Q5S007"
"P52701","Q5S007"
"O95831","Q5S007"
"P08708","Q5S007"
"Q4G0J3","Q5S007"
"Q12904","Q5S007"
"P37108","Q5S007"
"P78371","Q5S007"
"P00338","Q5S007"
"O75477","Q5S007"
"Q13200","Q5S007"
"Q16531","Q5S007"
"Q9Y4E8","Q5S007"
"P02768","Q5S007"
"Q14974","Q5S007"
"P46063","Q5S007"
"Q02790","Q5S007"
"Q9HAV7","Q5S007"
"P25685","Q5S007"
"Q14566","Q5S007"
"P61086","Q5S007"
"P53618","Q5S007"
"Q7L1Q6","Q5S007"
"P05787","Q5S007"
"P61956","Q5S007"
"Q2NL82","Q5S007"
"O75643","Q5S007"
"P25788","Q5S007"
"P14618","Q5S007"
"P23381","Q5S007"
"O43175","Q5S007"
"P05387","Q5S007"
"Q9H0U4","Q5S007"
"P25398","Q5S007"
"Q5VWZ2","Q5S007"
"P50454","Q5S007"
"Q92499","Q5S007"
"P53621","Q5S007"
"Q8TCJ2","Q5S007"
"O14641","Q5S007"
"P28072","Q5S007"
"P49770","Q5S007"
"Q52LJ0","Q5S007"
"O00273","Q5S007"
"P16402","Q5S007"
"Q13895","Q5S007"
"P28074","Q5S007"
"O43819","Q5S007"
"Q13838","Q5S007"
"P30153","Q5S007"
"Q96J01","Q5S007"
"P53992","Q5S007"
"Q8N1G4","Q5S007"
"P31930","Q5S007"
"P25490","Q5S007"
"P46779","Q5S007"
"Q9BY44","Q5S007"
"Q15758","Q5S007"
"O15294","Q5S007"
"A4D0U5","Q5S007"
"O00411","Q5S007"
"Q14671","Q5S007"
"O75306","Q5S007"
"P62318","Q5S007"
"Q92997","Q5S007"
"P27824","Q5S007"
"Q9BYC9","Q5S007"
"Q10713","Q5S007"
"P61221","Q5S007"
"Q9UKN8","Q5S007"
"Q13724","Q5S007"
"Q9UJZ1","Q5S007"
"P30048","Q5S007"
"Q9UL15","Q5S007"
"P08559","Q5S007"
"P53985","Q5S007"
"Q01813","Q5S007"
"Q15046","Q5S007"
"Q9H1A4","Q5S007"
"Q9Y678","Q5S007"
"Q9UM00","Q5S007"
"Q9BV20","Q5S007"
"Q9NRN7","Q5S007"
"O15260","Q5S007"
"P31749","Q5S007"
"P05023","Q5S007"
"P57740","Q5S007"
"Q09161","Q5S007"
"P78345","Q5S007"
"P17612","Q5S007"
"Q4J6C6","Q5S007"
"P42858","Q5S007"
"O60488","Q5S007"
"P09622","Q5S007"
"P62280","Q5S007"
"Q00534","Q5S007"
